id,date,kickoffAt,timeIST,season,sport,league,leagueId,homeTeam,awayTeam,homeGoals,awayGoals,FTHG,FTAG,FTR,completed,B365H,B365D,B365A
ITA_SERIEA-2021-46,2020-10-25T00:00:00.000Z,2020-10-25T00:00:00.000Z,07:30 PM IST,2020-21,football,Serie A,ITA_SERIEA,Benevento,Napoli,1,2,1,2,A,True,8.0,6.0,1.3
ESP_LALIGA-2021-60,2020-10-25T00:00:00.000Z,2020-10-25T00:00:00.000Z,07:30 PM IST,2020-21,football,La Liga,ESP_LALIGA,Getafe,Granada,0,1,0,1,A,True,1.85,3.1,5.0
ESP_LALIGA-2021-59,2020-10-25T00:00:00.000Z,2020-10-25T00:00:00.000Z,07:30 PM IST,2020-21,football,La Liga,ESP_LALIGA,Cadiz,Villarreal,0,0,0,0,D,True,3.6,3.3,2.1
ESP_LALIGA-2021-58,2020-10-25T00:00:00.000Z,2020-10-25T00:00:00.000Z,07:30 PM IST,2020-21,football,La Liga,ESP_LALIGA,Valladolid,Alaves,0,2,0,2,A,True,2.3,2.9,3.5
FRA_LIGUE1-2021-73,2020-10-25T00:00:00.000Z,2020-10-25T00:00:00.000Z,07:30 PM IST,2020-21,football,Ligue 1,FRA_LIGUE1,Bordeaux,Nimes,2,0,2,0,H,True,1.95,3.3,4.0
ESP_LALIGA-2021-61,2020-10-25T00:00:00.000Z,2020-10-25T00:00:00.000Z,07:30 PM IST,2020-21,football,La Liga,ESP_LALIGA,Sociedad,Huesca,4,1,4,1,H,True,1.57,3.75,6.0
FRA_LIGUE1-2021-75,2020-10-25T00:00:00.000Z,2020-10-25T00:00:00.000Z,07:30 PM IST,2020-21,football,Ligue 1,FRA_LIGUE1,Metz,St Etienne,2,0,2,0,H,True,2.37,3.2,3.1
FRA_LIGUE1-2021-76,2020-10-25T00:00:00.000Z,2020-10-25T00:00:00.000Z,07:30 PM IST,2020-21,football,Ligue 1,FRA_LIGUE1,Montpellier,Reims,0,4,0,4,A,True,1.85,3.5,4.2
FRA_LIGUE1-2021-77,2020-10-25T00:00:00.000Z,2020-10-25T00:00:00.000Z,07:30 PM IST,2020-21,football,Ligue 1,FRA_LIGUE1,Nice,Lille,1,1,1,1,D,True,3.5,3.1,2.2
FRA_LIGUE1-2021-78,2020-10-25T00:00:00.000Z,2020-10-25T00:00:00.000Z,07:30 PM IST,2020-21,football,Ligue 1,FRA_LIGUE1,Lyon,Monaco,4,1,4,1,H,True,1.65,4.0,4.75
ENG_PL-2021-53,2020-10-25T00:00:00.000Z,2020-10-25T00:00:00.000Z,07:30 PM IST,2020-21,football,Premier League,ENG_PL,Southampton,Everton,2,0,2,0,H,True,2.75,3.4,2.55
ENG_PL-2021-55,2020-10-25T00:00:00.000Z,2020-10-25T00:00:00.000Z,07:30 PM IST,2020-21,football,Premier League,ENG_PL,Arsenal,Leicester,0,1,0,1,A,True,1.9,3.75,3.8
FRA_LIGUE1-2021-74,2020-10-25T00:00:00.000Z,2020-10-25T00:00:00.000Z,07:30 PM IST,2020-21,football,Ligue 1,FRA_LIGUE1,Brest,Strasbourg,0,3,0,3,A,True,2.15,3.5,3.2
ENG_PL-2021-54,2020-10-25T00:00:00.000Z,2020-10-25T00:00:00.000Z,07:30 PM IST,2020-21,football,Premier League,ENG_PL,Wolves,Newcastle,1,1,1,1,D,True,1.75,3.5,5.25
GER_BUNDESLIGA-2021-43,2020-10-25T00:00:00.000Z,2020-10-25T00:00:00.000Z,07:30 PM IST,2020-21,football,Bundesliga,GER_BUNDESLIGA,Werder Bremen,Hoffenheim,1,1,1,1,D,True,3.0,3.75,2.2
GER_BUNDESLIGA-2021-42,2020-10-25T00:00:00.000Z,2020-10-25T00:00:00.000Z,07:30 PM IST,2020-21,football,Bundesliga,GER_BUNDESLIGA,Wolfsburg,Bielefeld,2,1,2,1,H,True,1.65,3.75,5.25
ESP_LALIGA-2021-62,2020-10-26T00:00:00.000Z,2020-10-26T00:00:00.000Z,07:30 PM IST,2020-21,football,La Liga,ESP_LALIGA,Levante,Celta,1,1,1,1,D,True,2.37,3.25,3.0
ENG_PL-2021-56,2020-10-26T00:00:00.000Z,2020-10-26T00:00:00.000Z,07:30 PM IST,2020-21,football,Premier League,ENG_PL,Brighton,West Brom,1,1,1,1,D,True,1.7,4.0,4.75
ITA_SERIEA-2021-47,2020-10-26T00:00:00.000Z,2020-10-26T00:00:00.000Z,07:30 PM IST,2020-21,football,Serie A,ITA_SERIEA,Milan,Roma,3,3,3,3,D,True,2.05,3.6,3.3
GER_BUNDESLIGA-2021-44,2020-10-26T00:00:00.000Z,2020-10-26T00:00:00.000Z,07:30 PM IST,2020-21,football,Bundesliga,GER_BUNDESLIGA,Leverkusen,Augsburg,3,1,3,1,H,True,1.6,4.2,5.25
ENG_PL-2021-57,2020-10-26T00:00:00.000Z,2020-10-26T00:00:00.000Z,07:30 PM IST,2020-21,football,Premier League,ENG_PL,Burnley,Tottenham,0,1,0,1,A,True,5.75,4.0,1.6
GER_BUNDESLIGA-2021-45,2020-10-30T00:00:00.000Z,2020-10-30T00:00:00.000Z,07:30 PM IST,2020-21,football,Bundesliga,GER_BUNDESLIGA,Schalke 04,Stuttgart,1,1,1,1,D,True,3.1,3.6,2.15
ENG_PL-2021-58,2020-10-30T00:00:00.000Z,2020-10-30T00:00:00.000Z,07:30 PM IST,2020-21,football,Premier League,ENG_PL,Wolves,Crystal Palace,2,0,2,0,H,True,2.0,3.2,4.33
ESP_LALIGA-2021-63,2020-10-30T00:00:00.000Z,2020-10-30T00:00:00.000Z,07:30 PM IST,2020-21,football,La Liga,ESP_LALIGA,Eibar,Cadiz,0,2,0,2,A,True,2.55,2.75,3.3
GER_BUNDESLIGA-2021-49,2020-10-31T00:00:00.000Z,2020-10-31T00:00:00.000Z,07:30 PM IST,2020-21,football,Bundesliga,GER_BUNDESLIGA,M'gladbach,RB Leipzig,1,0,1,0,H,True,3.0,3.6,2.25
ENG_PL-2021-60,2020-10-31T00:00:00.000Z,2020-10-31T00:00:00.000Z,07:30 PM IST,2020-21,football,Premier League,ENG_PL,Sheffield United,Manchester City,0,1,0,1,A,True,9.5,6.0,1.28
GER_BUNDESLIGA-2021-50,2020-10-31T00:00:00.000Z,2020-10-31T00:00:00.000Z,07:30 PM IST,2020-21,football,Bundesliga,GER_BUNDESLIGA,Ein Frankfurt,Werder Bremen,1,1,1,1,D,True,1.72,4.0,4.5
GER_BUNDESLIGA-2021-48,2020-10-31T00:00:00.000Z,2020-10-31T00:00:00.000Z,07:30 PM IST,2020-21,football,Bundesliga,GER_BUNDESLIGA,FC Koln,Bayern Munich,1,2,1,2,A,True,12.0,8.0,1.18
GER_BUNDESLIGA-2021-47,2020-10-31T00:00:00.000Z,2020-10-31T00:00:00.000Z,07:30 PM IST,2020-21,football,Bundesliga,GER_BUNDESLIGA,Bielefeld,Dortmund,0,2,0,2,A,True,7.5,5.0,1.4
ENG_PL-2021-61,2020-10-31T00:00:00.000Z,2020-10-31T00:00:00.000Z,07:30 PM IST,2020-21,football,Premier League,ENG_PL,Burnley,Chelsea,0,3,0,3,A,True,6.0,4.5,1.5
GER_BUNDESLIGA-2021-46,2020-10-31T00:00:00.000Z,2020-10-31T00:00:00.000Z,07:30 PM IST,2020-21,football,Bundesliga,GER_BUNDESLIGA,Augsburg,Mainz,3,1,3,1,H,True,2.0,3.75,3.5
ENG_PL-2021-59,2020-10-31T00:00:00.000Z,2020-10-31T00:00:00.000Z,07:30 PM IST,2020-21,football,Premier League,ENG_PL,Liverpool,West Ham,2,1,2,1,H,True,1.36,5.25,7.5
ESP_LALIGA-2021-66,2020-10-31T00:00:00.000Z,2020-10-31T00:00:00.000Z,07:30 PM IST,2020-21,football,La Liga,ESP_LALIGA,Osasuna,Atletico Madrid,1,3,1,3,A,True,5.5,3.3,1.75
ITA_SERIEA-2021-48,2020-10-31T00:00:00.000Z,2020-10-31T00:00:00.000Z,07:30 PM IST,2020-21,football,Serie A,ITA_SERIEA,Crotone,Atalanta,1,2,1,2,A,True,6.5,4.75,1.44
ITA_SERIEA-2021-49,2020-10-31T00:00:00.000Z,2020-10-31T00:00:00.000Z,07:30 PM IST,2020-21,football,Serie A,ITA_SERIEA,Inter,Parma,2,2,2,2,D,True,1.33,5.5,8.0
ITA_SERIEA-2021-50,2020-10-31T00:00:00.000Z,2020-10-31T00:00:00.000Z,07:30 PM IST,2020-21,football,Serie A,ITA_SERIEA,Bologna,Cagliari,3,2,3,2,H,True,1.85,4.2,3.6
FRA_LIGUE1-2021-80,2020-10-31T00:00:00.000Z,2020-10-31T00:00:00.000Z,07:30 PM IST,2020-21,football,Ligue 1,FRA_LIGUE1,Nantes,Paris SG,0,3,0,3,A,True,7.5,4.75,1.4
ESP_LALIGA-2021-64,2020-10-31T00:00:00.000Z,2020-10-31T00:00:00.000Z,07:30 PM IST,2020-21,football,La Liga,ESP_LALIGA,Real Madrid,Huesca,4,1,4,1,H,True,1.33,5.25,9.0
ESP_LALIGA-2021-65,2020-10-31T00:00:00.000Z,2020-10-31T00:00:00.000Z,07:30 PM IST,2020-21,football,La Liga,ESP_LALIGA,Athletic Bilbao,Sevilla,2,1,2,1,H,True,3.0,3.0,2.6
FRA_LIGUE1-2021-79,2020-10-31T00:00:00.000Z,2020-10-31T00:00:00.000Z,07:30 PM IST,2020-21,football,Ligue 1,FRA_LIGUE1,Rennes,Brest,2,1,2,1,H,True,1.9,3.75,3.8
ESP_LALIGA-2021-67,2020-10-31T00:00:00.000Z,2020-10-31T00:00:00.000Z,07:30 PM IST,2020-21,football,La Liga,ESP_LALIGA,Alaves,Barcelona,1,1,1,1,D,True,6.5,4.75,1.44
ENG_PL-2021-63,2020-11-01T00:00:00.000Z,2020-11-01T00:00:00.000Z,07:30 PM IST,2020-21,football,Premier League,ENG_PL,Newcastle,Everton,2,1,2,1,H,True,3.7,3.4,2.05
ESP_LALIGA-2021-71,2020-11-01T00:00:00.000Z,2020-11-01T00:00:00.000Z,07:30 PM IST,2020-21,football,La Liga,ESP_LALIGA,Celta,Sociedad,1,4,1,4,A,True,3.0,3.2,2.45
ESP_LALIGA-2021-70,2020-11-01T00:00:00.000Z,2020-11-01T00:00:00.000Z,07:30 PM IST,2020-21,football,La Liga,ESP_LALIGA,Betis,Elche,3,1,3,1,H,True,1.45,4.33,7.5
ESP_LALIGA-2021-69,2020-11-01T00:00:00.000Z,2020-11-01T00:00:00.000Z,07:30 PM IST,2020-21,football,La Liga,ESP_LALIGA,Granada,Levante,1,1,1,1,D,True,2.25,3.2,3.4
ENG_PL-2021-64,2020-11-01T00:00:00.000Z,2020-11-01T00:00:00.000Z,07:30 PM IST,2020-21,football,Premier League,ENG_PL,Manchester United,Arsenal,0,1,0,1,A,True,2.0,3.6,3.6
FRA_LIGUE1-2021-81,2020-11-01T00:00:00.000Z,2020-11-01T00:00:00.000Z,07:30 PM IST,2020-21,football,Ligue 1,FRA_LIGUE1,Lille,Lyon,1,1,1,1,D,True,2.8,3.25,2.6
FRA_LIGUE1-2021-82,2020-11-01T00:00:00.000Z,2020-11-01T00:00:00.000Z,07:30 PM IST,2020-21,football,Ligue 1,FRA_LIGUE1,Monaco,Bordeaux,4,0,4,0,H,True,1.85,3.6,4.2
FRA_LIGUE1-2021-83,2020-11-01T00:00:00.000Z,2020-11-01T00:00:00.000Z,07:30 PM IST,2020-21,football,Ligue 1,FRA_LIGUE1,Reims,Strasbourg,2,1,2,1,H,True,2.3,3.2,3.25
FRA_LIGUE1-2021-84,2020-11-01T00:00:00.000Z,2020-11-01T00:00:00.000Z,07:30 PM IST,2020-21,football,Ligue 1,FRA_LIGUE1,Angers,Nice,0,3,0,3,A,True,2.25,3.2,3.4
FRA_LIGUE1-2021-85,2020-11-01T00:00:00.000Z,2020-11-01T00:00:00.000Z,07:30 PM IST,2020-21,football,Ligue 1,FRA_LIGUE1,Dijon,Lorient,0,0,0,0,D,True,3.2,3.5,2.2
FRA_LIGUE1-2021-86,2020-11-01T00:00:00.000Z,2020-11-01T00:00:00.000Z,07:30 PM IST,2020-21,football,Ligue 1,FRA_LIGUE1,St Etienne,Montpellier,0,1,0,1,A,True,2.4,3.25,3.0
FRA_LIGUE1-2021-87,2020-11-01T00:00:00.000Z,2020-11-01T00:00:00.000Z,07:30 PM IST,2020-21,football,Ligue 1,FRA_LIGUE1,Nimes,Metz,0,1,0,1,A,True,2.45,3.25,3.0
ESP_LALIGA-2021-68,2020-11-01T00:00:00.000Z,2020-11-01T00:00:00.000Z,07:30 PM IST,2020-21,football,La Liga,ESP_LALIGA,Valencia,Getafe,2,2,2,2,D,True,3.1,3.1,2.45
ENG_PL-2021-65,2020-11-01T00:00:00.000Z,2020-11-01T00:00:00.000Z,07:30 PM IST,2020-21,football,Premier League,ENG_PL,Tottenham,Brighton,2,1,2,1,H,True,1.61,4.0,5.5
ENG_PL-2021-62,2020-11-01T00:00:00.000Z,2020-11-01T00:00:00.000Z,07:30 PM IST,2020-21,football,Premier League,ENG_PL,Aston Villa,Southampton,3,4,3,4,A,True,2.45,3.5,2.8
ITA_SERIEA-2021-56,2020-11-01T00:00:00.000Z,2020-11-01T00:00:00.000Z,07:30 PM IST,2020-21,football,Serie A,ITA_SERIEA,Sampdoria,Genoa,1,1,1,1,D,True,1.9,3.6,4.0
GER_BUNDESLIGA-2021-51,2020-11-01T00:00:00.000Z,2020-11-01T00:00:00.000Z,07:30 PM IST,2020-21,football,Bundesliga,GER_BUNDESLIGA,Freiburg,Leverkusen,2,4,2,4,A,True,3.8,3.5,1.95
ITA_SERIEA-2021-55,2020-11-01T00:00:00.000Z,2020-11-01T00:00:00.000Z,07:30 PM IST,2020-21,football,Serie A,ITA_SERIEA,Roma,Fiorentina,2,0,2,0,H,True,1.75,3.8,4.2
ITA_SERIEA-2021-54,2020-11-01T00:00:00.000Z,2020-11-01T00:00:00.000Z,07:30 PM IST,2020-21,football,Serie A,ITA_SERIEA,Napoli,Sassuolo,0,2,0,2,A,True,1.53,4.6,5.5
ITA_SERIEA-2021-53,2020-11-01T00:00:00.000Z,2020-11-01T00:00:00.000Z,07:30 PM IST,2020-21,football,Serie A,ITA_SERIEA,Torino,Lazio,3,4,3,4,A,True,3.6,3.8,1.9
ITA_SERIEA-2021-52,2020-11-01T00:00:00.000Z,2020-11-01T00:00:00.000Z,07:30 PM IST,2020-21,football,Serie A,ITA_SERIEA,Spezia,Juventus,1,4,1,4,A,True,9.0,5.25,1.33
ITA_SERIEA-2021-51,2020-11-01T00:00:00.000Z,2020-11-01T00:00:00.000Z,07:30 PM IST,2020-21,football,Serie A,ITA_SERIEA,Udinese,Milan,1,2,1,2,A,True,4.5,3.9,1.72
GER_BUNDESLIGA-2021-52,2020-11-01T00:00:00.000Z,2020-11-01T00:00:00.000Z,07:30 PM IST,2020-21,football,Bundesliga,GER_BUNDESLIGA,Hertha,Wolfsburg,1,1,1,1,D,True,2.62,3.5,2.55
ENG_PL-2021-67,2020-11-02T00:00:00.000Z,2020-11-02T00:00:00.000Z,07:30 PM IST,2020-21,football,Premier League,ENG_PL,Leeds,Leicester,1,4,1,4,A,True,2.5,3.6,2.62
GER_BUNDESLIGA-2021-53,2020-11-02T00:00:00.000Z,2020-11-02T00:00:00.000Z,07:30 PM IST,2020-21,football,Bundesliga,GER_BUNDESLIGA,Hoffenheim,Union Berlin,1,3,1,3,A,True,1.85,4.0,3.8
ESP_LALIGA-2021-72,2020-11-02T00:00:00.000Z,2020-11-02T00:00:00.000Z,07:30 PM IST,2020-21,football,La Liga,ESP_LALIGA,Villarreal,Valladolid,2,0,2,0,H,True,1.61,4.0,5.5
ITA_SERIEA-2021-57,2020-11-02T00:00:00.000Z,2020-11-02T00:00:00.000Z,07:30 PM IST,2020-21,football,Serie A,ITA_SERIEA,Verona,Benevento,3,1,3,1,H,True,2.05,3.5,3.6
ENG_PL-2021-66,2020-11-02T00:00:00.000Z,2020-11-02T00:00:00.000Z,07:30 PM IST,2020-21,football,Premier League,ENG_PL,Fulham,West Brom,2,0,2,0,H,True,2.4,3.3,3.0
ITA_SERIEA-2021-58,2020-11-04T00:00:00.000Z,2020-11-04T00:00:00.000Z,07:30 PM IST,2020-21,football,Serie A,ITA_SERIEA,Genoa,Torino,1,2,1,2,A,True,2.35,3.5,2.8
ITA_SERIEA-2021-59,2020-11-06T00:00:00.000Z,2020-11-06T00:00:00.000Z,07:30 PM IST,2020-21,football,Serie A,ITA_SERIEA,Sassuolo,Udinese,0,0,0,0,D,True,2.15,3.8,3.1
ENG_PL-2021-69,2020-11-06T00:00:00.000Z,2020-11-06T00:00:00.000Z,07:30 PM IST,2020-21,football,Premier League,ENG_PL,Southampton,Newcastle,2,0,2,0,H,True,2.0,3.6,3.7
FRA_LIGUE1-2021-88,2020-11-06T00:00:00.000Z,2020-11-06T00:00:00.000Z,07:30 PM IST,2020-21,football,Ligue 1,FRA_LIGUE1,Strasbourg,Marseille,0,1,0,1,A,True,2.87,3.3,2.45
GER_BUNDESLIGA-2021-54,2020-11-06T00:00:00.000Z,2020-11-06T00:00:00.000Z,07:30 PM IST,2020-21,football,Bundesliga,GER_BUNDESLIGA,Werder Bremen,FC Koln,1,1,1,1,D,True,2.37,3.6,2.87
ENG_PL-2021-68,2020-11-06T00:00:00.000Z,2020-11-06T00:00:00.000Z,07:30 PM IST,2020-21,football,Premier League,ENG_PL,Brighton,Burnley,0,0,0,0,D,True,1.85,3.5,4.33
ESP_LALIGA-2021-73,2020-11-06T00:00:00.000Z,2020-11-06T00:00:00.000Z,07:30 PM IST,2020-21,football,La Liga,ESP_LALIGA,Elche,Celta,1,1,1,1,D,True,4.0,3.3,1.95
ENG_PL-2021-70,2020-11-07T00:00:00.000Z,2020-11-07T00:00:00.000Z,07:30 PM IST,2020-21,football,Premier League,ENG_PL,West Ham,Fulham,1,0,1,0,H,True,1.83,3.75,4.2
GER_BUNDESLIGA-2021-57,2020-11-07T00:00:00.000Z,2020-11-07T00:00:00.000Z,07:30 PM IST,2020-21,football,Bundesliga,GER_BUNDESLIGA,Dortmund,Bayern Munich,2,3,2,3,A,True,4.0,4.33,1.75
GER_BUNDESLIGA-2021-56,2020-11-07T00:00:00.000Z,2020-11-07T00:00:00.000Z,07:30 PM IST,2020-21,football,Bundesliga,GER_BUNDESLIGA,Union Berlin,Bielefeld,5,0,5,0,H,True,1.83,3.75,4.2
GER_BUNDESLIGA-2021-55,2020-11-07T00:00:00.000Z,2020-11-07T00:00:00.000Z,07:30 PM IST,2020-21,football,Bundesliga,GER_BUNDESLIGA,Stuttgart,Ein Frankfurt,2,2,2,2,D,True,2.55,3.6,2.5
ENG_PL-2021-71,2020-11-07T00:00:00.000Z,2020-11-07T00:00:00.000Z,07:30 PM IST,2020-21,football,Premier League,ENG_PL,Chelsea,Sheffield United,4,1,4,1,H,True,1.36,5.0,8.5
ITA_SERIEA-2021-62,2020-11-07T00:00:00.000Z,2020-11-07T00:00:00.000Z,07:30 PM IST,2020-21,football,Serie A,ITA_SERIEA,Parma,Fiorentina,0,0,0,0,D,True,3.4,3.6,2.0
FRA_LIGUE1-2021-90,2020-11-07T00:00:00.000Z,2020-11-07T00:00:00.000Z,07:30 PM IST,2020-21,football,Ligue 1,FRA_LIGUE1,Paris SG,Rennes,3,0,3,0,H,True,1.4,5.25,6.5
FRA_LIGUE1-2021-89,2020-11-07T00:00:00.000Z,2020-11-07T00:00:00.000Z,07:30 PM IST,2020-21,football,Ligue 1,FRA_LIGUE1,Bordeaux,Montpellier,0,2,0,2,A,True,2.3,3.3,3.1
ENG_PL-2021-72,2020-11-07T00:00:00.000Z,2020-11-07T00:00:00.000Z,07:30 PM IST,2020-21,football,Premier League,ENG_PL,Everton,Manchester United,1,3,1,3,A,True,2.9,3.5,2.37
ITA_SERIEA-2021-61,2020-11-07T00:00:00.000Z,2020-11-07T00:00:00.000Z,07:30 PM IST,2020-21,football,Serie A,ITA_SERIEA,Benevento,Spezia,0,3,0,3,A,True,1.9,3.6,3.75
ITA_SERIEA-2021-60,2020-11-07T00:00:00.000Z,2020-11-07T00:00:00.000Z,07:30 PM IST,2020-21,football,Serie A,ITA_SERIEA,Cagliari,Sampdoria,2,0,2,0,H,True,2.75,3.5,2.4
ESP_LALIGA-2021-74,2020-11-07T00:00:00.000Z,2020-11-07T00:00:00.000Z,07:30 PM IST,2020-21,football,La Liga,ESP_LALIGA,Huesca,Eibar,1,1,1,1,D,True,2.05,3.3,3.6
ESP_LALIGA-2021-75,2020-11-07T00:00:00.000Z,2020-11-07T00:00:00.000Z,07:30 PM IST,2020-21,football,La Liga,ESP_LALIGA,Barcelona,Betis,5,2,5,2,H,True,1.4,5.0,7.5
ESP_LALIGA-2021-76,2020-11-07T00:00:00.000Z,2020-11-07T00:00:00.000Z,07:30 PM IST,2020-21,football,La Liga,ESP_LALIGA,Sevilla,Osasuna,1,0,1,0,H,True,1.5,4.0,7.0
ESP_LALIGA-2021-77,2020-11-07T00:00:00.000Z,2020-11-07T00:00:00.000Z,07:30 PM IST,2020-21,football,La Liga,ESP_LALIGA,Atletico Madrid,Cadiz,4,0,4,0,H,True,1.4,4.2,10.0
GER_BUNDESLIGA-2021-58,2020-11-07T00:00:00.000Z,2020-11-07T00:00:00.000Z,07:30 PM IST,2020-21,football,Bundesliga,GER_BUNDESLIGA,RB Leipzig,Freiburg,3,0,3,0,H,True,1.36,4.75,9.0
ENG_PL-2021-73,2020-11-07T00:00:00.000Z,2020-11-07T00:00:00.000Z,07:30 PM IST,2020-21,football,Premier League,ENG_PL,Crystal Palace,Leeds,4,1,4,1,H,True,2.87,3.4,2.45
GER_BUNDESLIGA-2021-59,2020-11-07T00:00:00.000Z,2020-11-07T00:00:00.000Z,07:30 PM IST,2020-21,football,Bundesliga,GER_BUNDESLIGA,Augsburg,Hertha,0,3,0,3,A,True,2.9,3.5,2.3
GER_BUNDESLIGA-2021-60,2020-11-07T00:00:00.000Z,2020-11-07T00:00:00.000Z,07:30 PM IST,2020-21,football,Bundesliga,GER_BUNDESLIGA,Mainz,Schalke 04,2,2,2,2,D,True,2.1,3.4,3.4
ITA_SERIEA-2021-66,2020-11-08T00:00:00.000Z,2020-11-08T00:00:00.000Z,07:30 PM IST,2020-21,football,Serie A,ITA_SERIEA,Torino,Crotone,0,0,0,0,D,True,1.95,3.75,3.6
FRA_LIGUE1-2021-92,2020-11-08T00:00:00.000Z,2020-11-08T00:00:00.000Z,07:30 PM IST,2020-21,football,Ligue 1,FRA_LIGUE1,Lyon,St Etienne,2,1,2,1,H,True,1.4,4.75,7.5
ESP_LALIGA-2021-79,2020-11-08T00:00:00.000Z,2020-11-08T00:00:00.000Z,07:30 PM IST,2020-21,football,La Liga,ESP_LALIGA,Valencia,Real Madrid,4,1,4,1,H,True,6.0,4.75,1.45
ESP_LALIGA-2021-78,2020-11-08T00:00:00.000Z,2020-11-08T00:00:00.000Z,07:30 PM IST,2020-21,football,La Liga,ESP_LALIGA,Valladolid,Athletic Bilbao,2,1,2,1,H,True,3.3,2.9,2.37
GER_BUNDESLIGA-2021-61,2020-11-08T00:00:00.000Z,2020-11-08T00:00:00.000Z,07:30 PM IST,2020-21,football,Bundesliga,GER_BUNDESLIGA,Wolfsburg,Hoffenheim,2,1,2,1,H,True,2.1,3.6,3.25
GER_BUNDESLIGA-2021-62,2020-11-08T00:00:00.000Z,2020-11-08T00:00:00.000Z,07:30 PM IST,2020-21,football,Bundesliga,GER_BUNDESLIGA,Leverkusen,M'gladbach,4,3,4,3,H,True,2.2,3.5,3.0
ESP_LALIGA-2021-81,2020-11-08T00:00:00.000Z,2020-11-08T00:00:00.000Z,07:30 PM IST,2020-21,football,La Liga,ESP_LALIGA,Getafe,Villarreal,1,3,1,3,A,True,2.5,3.1,3.0
FRA_LIGUE1-2021-97,2020-11-08T00:00:00.000Z,2020-11-08T00:00:00.000Z,07:30 PM IST,2020-21,football,Ligue 1,FRA_LIGUE1,Brest,Lille,3,2,3,2,H,True,3.75,3.5,1.95
ITA_SERIEA-2021-64,2020-11-08T00:00:00.000Z,2020-11-08T00:00:00.000Z,07:30 PM IST,2020-21,football,Serie A,ITA_SERIEA,Atalanta,Inter,1,1,1,1,D,True,2.6,3.9,2.35
ITA_SERIEA-2021-65,2020-11-08T00:00:00.000Z,2020-11-08T00:00:00.000Z,07:30 PM IST,2020-21,football,Serie A,ITA_SERIEA,Genoa,Roma,1,3,1,3,A,True,5.75,4.2,1.53
FRA_LIGUE1-2021-96,2020-11-08T00:00:00.000Z,2020-11-08T00:00:00.000Z,07:30 PM IST,2020-21,football,Ligue 1,FRA_LIGUE1,Lens,Reims,4,4,4,4,D,True,2.1,3.4,3.6
FRA_LIGUE1-2021-95,2020-11-08T00:00:00.000Z,2020-11-08T00:00:00.000Z,07:30 PM IST,2020-21,football,Ligue 1,FRA_LIGUE1,Lorient,Nantes,0,2,0,2,A,True,2.37,3.2,3.1
FRA_LIGUE1-2021-94,2020-11-08T00:00:00.000Z,2020-11-08T00:00:00.000Z,07:30 PM IST,2020-21,football,Ligue 1,FRA_LIGUE1,Metz,Dijon,1,1,1,1,D,True,1.75,3.6,4.75
FRA_LIGUE1-2021-93,2020-11-08T00:00:00.000Z,2020-11-08T00:00:00.000Z,07:30 PM IST,2020-21,football,Ligue 1,FRA_LIGUE1,Nimes,Angers,1,5,1,5,A,True,3.1,3.2,2.3
ITA_SERIEA-2021-63,2020-11-08T00:00:00.000Z,2020-11-08T00:00:00.000Z,07:30 PM IST,2020-21,football,Serie A,ITA_SERIEA,Lazio,Juventus,1,1,1,1,D,True,3.5,3.75,1.95
ESP_LALIGA-2021-82,2020-11-08T00:00:00.000Z,2020-11-08T00:00:00.000Z,07:30 PM IST,2020-21,football,La Liga,ESP_LALIGA,Levante,Alaves,1,1,1,1,D,True,2.15,3.4,3.4
ESP_LALIGA-2021-80,2020-11-08T00:00:00.000Z,2020-11-08T00:00:00.000Z,07:30 PM IST,2020-21,football,La Liga,ESP_LALIGA,Sociedad,Granada,2,0,2,0,H,True,1.65,3.8,5.25
FRA_LIGUE1-2021-91,2020-11-08T00:00:00.000Z,2020-11-08T00:00:00.000Z,07:30 PM IST,2020-21,football,Ligue 1,FRA_LIGUE1,Nice,Monaco,1,2,1,2,A,True,3.2,3.6,2.15
ITA_SERIEA-2021-67,2020-11-08T00:00:00.000Z,2020-11-08T00:00:00.000Z,07:30 PM IST,2020-21,football,Serie A,ITA_SERIEA,Bologna,Napoli,0,1,0,1,A,True,4.75,4.2,1.65
ITA_SERIEA-2021-68,2020-11-08T00:00:00.000Z,2020-11-08T00:00:00.000Z,07:30 PM IST,2020-21,football,Serie A,ITA_SERIEA,Milan,Verona,2,2,2,2,D,True,1.45,4.5,6.5
ENG_PL-2021-77,2020-11-08T00:00:00.000Z,2020-11-08T00:00:00.000Z,07:30 PM IST,2020-21,football,Premier League,ENG_PL,Arsenal,Aston Villa,0,3,0,3,A,True,1.65,4.1,5.0
ENG_PL-2021-76,2020-11-08T00:00:00.000Z,2020-11-08T00:00:00.000Z,07:30 PM IST,2020-21,football,Premier League,ENG_PL,Manchester City,Liverpool,1,1,1,1,D,True,1.95,4.2,3.4
ENG_PL-2021-75,2020-11-08T00:00:00.000Z,2020-11-08T00:00:00.000Z,07:30 PM IST,2020-21,football,Premier League,ENG_PL,Leicester,Wolves,1,0,1,0,H,True,2.3,3.2,3.25
ENG_PL-2021-74,2020-11-08T00:00:00.000Z,2020-11-08T00:00:00.000Z,07:30 PM IST,2020-21,football,Premier League,ENG_PL,West Brom,Tottenham,0,1,0,1,A,True,7.0,4.33,1.45
